ID,Title,Link,Difficulty,Paid Only,Status,Slug,Tags
1295,Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/,EASY,False,TO_DO,find-numbers-with-even-number-of-digits,"Array, Math"
1296,Divide Array in Sets of K Consecutive Numbers,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/,MEDIUM,False,TO_DO,divide-array-in-sets-of-k-consecutive-numbers,"Array, Hash Table, Greedy, Sorting"
1297,Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/,MEDIUM,False,TO_DO,maximum-number-of-occurrences-of-a-substring,"Hash Table, String, Sliding Window"
1298,Maximum Candies You Can Get from Boxes,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes/,HARD,False,TO_DO,maximum-candies-you-can-get-from-boxes,"Array, Breadth-First Search, Graph Theory"
1299,Replace Elements with Greatest Element on Right Side,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side/,EASY,False,TO_DO,replace-elements-with-greatest-element-on-right-side,Array
1300,Sum of Mutated Array Closest to Target,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target/,MEDIUM,False,TO_DO,sum-of-mutated-array-closest-to-target,"Array, Binary Search, Sorting"
1301,Number of Paths with Max Score,https://leetcode.com/problems/number-of-paths-with-max-score/,HARD,False,TO_DO,number-of-paths-with-max-score,"Array, Dynamic Programming, Matrix"
1302,Deepest Leaves Sum,https://leetcode.com/problems/deepest-leaves-sum/,MEDIUM,False,TO_DO,deepest-leaves-sum,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1303,Find the Team Size,https://leetcode.com/problems/find-the-team-size/,EASY,True,TO_DO,find-the-team-size,Database
1304,Find N Unique Integers Sum up to Zero,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/,EASY,False,TO_DO,find-n-unique-integers-sum-up-to-zero,"Array, Math"
1305,All Elements in Two Binary Search Trees,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/,MEDIUM,False,TO_DO,all-elements-in-two-binary-search-trees,"Tree, Depth-First Search, Binary Search Tree, Sorting, Binary Tree"
1306,Jump Game III,https://leetcode.com/problems/jump-game-iii/,MEDIUM,False,TO_DO,jump-game-iii,"Array, Depth-First Search, Breadth-First Search"
1307,Verbal Arithmetic Puzzle,https://leetcode.com/problems/verbal-arithmetic-puzzle/,HARD,False,TO_DO,verbal-arithmetic-puzzle,"Array, Math, String, Backtracking"
1308,Running Total for Different Genders,https://leetcode.com/problems/running-total-for-different-genders/,MEDIUM,True,TO_DO,running-total-for-different-genders,Database
1309,Decrypt String from Alphabet to Integer Mapping,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping/,EASY,False,TO_DO,decrypt-string-from-alphabet-to-integer-mapping,String
1310,XOR Queries of a Subarray,https://leetcode.com/problems/xor-queries-of-a-subarray/,MEDIUM,False,TO_DO,xor-queries-of-a-subarray,"Array, Bit Manipulation, Prefix Sum"
1311,Get Watched Videos by Your Friends,https://leetcode.com/problems/get-watched-videos-by-your-friends/,MEDIUM,False,TO_DO,get-watched-videos-by-your-friends,"Array, Hash Table, Breadth-First Search, Graph Theory, Sorting"
1312,Minimum Insertion Steps to Make a String Palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,HARD,False,TO_DO,minimum-insertion-steps-to-make-a-string-palindrome,"String, Dynamic Programming"
1313,Decompress Run-Length Encoded List,https://leetcode.com/problems/decompress-run-length-encoded-list/,EASY,False,TO_DO,decompress-run-length-encoded-list,Array
1314,Matrix Block Sum,https://leetcode.com/problems/matrix-block-sum/,MEDIUM,False,TO_DO,matrix-block-sum,"Array, Matrix, Prefix Sum"
1315,Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent/,MEDIUM,False,TO_DO,sum-of-nodes-with-even-valued-grandparent,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1316,Distinct Echo Substrings,https://leetcode.com/problems/distinct-echo-substrings/,HARD,False,TO_DO,distinct-echo-substrings,"String, Trie, Rolling Hash, Hash Function"
1317,Convert Integer to the Sum of Two No-Zero Integers,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers/,EASY,False,TO_DO,convert-integer-to-the-sum-of-two-no-zero-integers,Math
1318,Minimum Flips to Make a OR b Equal to c,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,MEDIUM,False,TO_DO,minimum-flips-to-make-a-or-b-equal-to-c,Bit Manipulation
1319,Number of Operations to Make Network Connected,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,MEDIUM,False,TO_DO,number-of-operations-to-make-network-connected,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
1320,Minimum Distance to Type a Word Using Two Fingers,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/,HARD,False,TO_DO,minimum-distance-to-type-a-word-using-two-fingers,"String, Dynamic Programming"
1321,Restaurant Growth,https://leetcode.com/problems/restaurant-growth/,MEDIUM,False,TO_DO,restaurant-growth,Database
1322,Ads Performance,https://leetcode.com/problems/ads-performance/,EASY,True,TO_DO,ads-performance,Database
1323,Maximum 69 Number,https://leetcode.com/problems/maximum-69-number/,EASY,False,TO_DO,maximum-69-number,"Math, Greedy"
1324,Print Words Vertically,https://leetcode.com/problems/print-words-vertically/,MEDIUM,False,TO_DO,print-words-vertically,"Array, String, Simulation"
1325,Delete Leaves With a Given Value,https://leetcode.com/problems/delete-leaves-with-a-given-value/,MEDIUM,False,TO_DO,delete-leaves-with-a-given-value,"Tree, Depth-First Search, Binary Tree"
1326,Minimum Number of Taps to Open to Water a Garden,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,HARD,False,TO_DO,minimum-number-of-taps-to-open-to-water-a-garden,"Array, Dynamic Programming, Greedy"
1327,List the Products Ordered in a Period,https://leetcode.com/problems/list-the-products-ordered-in-a-period/,EASY,False,TO_DO,list-the-products-ordered-in-a-period,Database
1328,Break a Palindrome,https://leetcode.com/problems/break-a-palindrome/,MEDIUM,False,TO_DO,break-a-palindrome,"String, Greedy"
1329,Sort the Matrix Diagonally,https://leetcode.com/problems/sort-the-matrix-diagonally/,MEDIUM,False,TO_DO,sort-the-matrix-diagonally,"Array, Sorting, Matrix"
1330,Reverse Subarray To Maximize Array Value,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value/,HARD,False,TO_DO,reverse-subarray-to-maximize-array-value,"Array, Math, Greedy"
1331,Rank Transform of an Array,https://leetcode.com/problems/rank-transform-of-an-array/,EASY,False,TO_DO,rank-transform-of-an-array,"Array, Hash Table, Sorting"
1332,Remove Palindromic Subsequences,https://leetcode.com/problems/remove-palindromic-subsequences/,EASY,False,TO_DO,remove-palindromic-subsequences,"Two Pointers, String"
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance/,MEDIUM,False,TO_DO,filter-restaurants-by-vegan-friendly-price-and-distance,"Array, Sorting"
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,MEDIUM,False,TO_DO,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,"Dynamic Programming, Graph Theory, Shortest Path"
1335,Minimum Difficulty of a Job Schedule,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,HARD,False,TO_DO,minimum-difficulty-of-a-job-schedule,"Array, Dynamic Programming"
1336,Number of Transactions per Visit,https://leetcode.com/problems/number-of-transactions-per-visit/,HARD,True,TO_DO,number-of-transactions-per-visit,Database
1337,The K Weakest Rows in a Matrix,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/,EASY,False,TO_DO,the-k-weakest-rows-in-a-matrix,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
1338,Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half/,MEDIUM,False,TO_DO,reduce-array-size-to-the-half,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue)"
1339,Maximum Product of Splitted Binary Tree,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree/,MEDIUM,False,TO_DO,maximum-product-of-splitted-binary-tree,"Tree, Depth-First Search, Binary Tree"
1340,Jump Game V,https://leetcode.com/problems/jump-game-v/,HARD,False,TO_DO,jump-game-v,"Array, Dynamic Programming, Sorting"
1341,Movie Rating,https://leetcode.com/problems/movie-rating/,MEDIUM,False,TO_DO,movie-rating,Database
1342,Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/,EASY,False,TO_DO,number-of-steps-to-reduce-a-number-to-zero,"Math, Bit Manipulation"
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/,MEDIUM,False,TO_DO,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,"Array, Sliding Window"
1344,Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock/,MEDIUM,False,TO_DO,angle-between-hands-of-a-clock,Math
1345,Jump Game IV,https://leetcode.com/problems/jump-game-iv/,HARD,False,TO_DO,jump-game-iv,"Array, Hash Table, Breadth-First Search"
1346,Check If N and Its Double Exist,https://leetcode.com/problems/check-if-n-and-its-double-exist/,EASY,False,TO_DO,check-if-n-and-its-double-exist,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
1347,Minimum Number of Steps to Make Two Strings Anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/,MEDIUM,False,TO_DO,minimum-number-of-steps-to-make-two-strings-anagram,"Hash Table, String, Counting"
1348,Tweet Counts Per Frequency,https://leetcode.com/problems/tweet-counts-per-frequency/,MEDIUM,False,TO_DO,tweet-counts-per-frequency,"Hash Table, String, Binary Search, Design, Sorting, Ordered Set"
1349,Maximum Students Taking Exam,https://leetcode.com/problems/maximum-students-taking-exam/,HARD,False,TO_DO,maximum-students-taking-exam,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask"
1350,Students With Invalid Departments,https://leetcode.com/problems/students-with-invalid-departments/,EASY,True,TO_DO,students-with-invalid-departments,Database
1351,Count Negative Numbers in a Sorted Matrix,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/,EASY,False,TO_DO,count-negative-numbers-in-a-sorted-matrix,"Array, Binary Search, Matrix"
1352,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers/,MEDIUM,False,TO_DO,product-of-the-last-k-numbers,"Array, Math, Design, Data Stream, Prefix Sum"
1353,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/,MEDIUM,False,TO_DO,maximum-number-of-events-that-can-be-attended,"Array, Greedy, Sorting, Heap (Priority Queue)"
1354,Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums/,HARD,False,TO_DO,construct-target-array-with-multiple-sums,"Array, Heap (Priority Queue)"
1355,Activity Participants,https://leetcode.com/problems/activity-participants/,MEDIUM,True,TO_DO,activity-participants,Database
1356,Sort Integers by The Number of 1 Bits,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,EASY,False,TO_DO,sort-integers-by-the-number-of-1-bits,"Array, Bit Manipulation, Sorting, Counting"
1357,Apply Discount Every n Orders,https://leetcode.com/problems/apply-discount-every-n-orders/,MEDIUM,False,TO_DO,apply-discount-every-n-orders,"Array, Hash Table, Design"
1358,Number of Substrings Containing All Three Characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,MEDIUM,False,TO_DO,number-of-substrings-containing-all-three-characters,"Hash Table, String, Sliding Window"
1359,Count All Valid Pickup and Delivery Options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/,HARD,False,TO_DO,count-all-valid-pickup-and-delivery-options,"Math, Dynamic Programming, Combinatorics"
1360,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates/,EASY,False,TO_DO,number-of-days-between-two-dates,"Math, String"
1361,Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes/,MEDIUM,False,TO_DO,validate-binary-tree-nodes,"Tree, Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Binary Tree"
1362,Closest Divisors,https://leetcode.com/problems/closest-divisors/,MEDIUM,False,TO_DO,closest-divisors,Math
1363,Largest Multiple of Three,https://leetcode.com/problems/largest-multiple-of-three/,HARD,False,TO_DO,largest-multiple-of-three,"Array, Math, Dynamic Programming, Greedy, Sorting"
1364,Number of Trusted Contacts of a Customer,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer/,MEDIUM,True,TO_DO,number-of-trusted-contacts-of-a-customer,Database
1365,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/,EASY,False,TO_DO,how-many-numbers-are-smaller-than-the-current-number,"Array, Hash Table, Sorting, Counting Sort"
1366,Rank Teams by Votes,https://leetcode.com/problems/rank-teams-by-votes/,MEDIUM,False,TO_DO,rank-teams-by-votes,"Array, Hash Table, String, Sorting, Counting"
1367,Linked List in Binary Tree,https://leetcode.com/problems/linked-list-in-binary-tree/,MEDIUM,False,TO_DO,linked-list-in-binary-tree,"Linked List, Tree, Depth-First Search, Binary Tree"
1368,Minimum Cost to Make at Least One Valid Path in a Grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/,HARD,False,TO_DO,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,"Array, Breadth-First Search, Graph Theory, Heap (Priority Queue), Matrix, Shortest Path"
1369,Get the Second Most Recent Activity,https://leetcode.com/problems/get-the-second-most-recent-activity/,HARD,True,TO_DO,get-the-second-most-recent-activity,Database
1370,Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string/,EASY,False,TO_DO,increasing-decreasing-string,"Hash Table, String, Counting"
1371,Find the Longest Substring Containing Vowels in Even Counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/,MEDIUM,False,TO_DO,find-the-longest-substring-containing-vowels-in-even-counts,"Hash Table, String, Bit Manipulation, Prefix Sum"
1372,Longest ZigZag Path in a Binary Tree,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/,MEDIUM,False,TO_DO,longest-zigzag-path-in-a-binary-tree,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
1373,Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,HARD,False,TO_DO,maximum-sum-bst-in-binary-tree,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1374,Generate a String With Characters That Have Odd Counts,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts/,EASY,False,TO_DO,generate-a-string-with-characters-that-have-odd-counts,String
