ID,Title,Link,Difficulty,Paid Only,Status,Slug,Description,Hints
3683,Find the Lexicographically Largest String From the Box I,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-i/,Medium,False,,find-the-lexicographically-largest-string-from-the-box-i,Practice problem: Find the Lexicographically Largest String From the Box I.,No hints available.
3682,Count the Number of Arrays with K Matching Adjacent Elements,https://leetcode.com/problems/count-the-number-of-arrays-with-k-matching-adjacent-elements/,Hard,False,,count-the-number-of-arrays-with-k-matching-adjacent-elements,Practice problem: Count the Number of Arrays with K Matching Adjacent Elements.,No hints available.
3681,Maximum Area Rectangle With Point Constraints I,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i/,Medium,False,,maximum-area-rectangle-with-point-constraints-i,Practice problem: Maximum Area Rectangle With Point Constraints I.,No hints available.
3680,Count Connected Components in LCM Graph,https://leetcode.com/problems/count-connected-components-in-lcm-graph/,Hard,False,,count-connected-components-in-lcm-graph,Practice problem: Count Connected Components in LCM Graph.,No hints available.
3679,Maximum Sized Array,https://leetcode.com/problems/maximum-sized-array/,Medium,True,,maximum-sized-array,Practice problem: Maximum Sized Array.,No hints available.
3678,Design Task Manager,https://leetcode.com/problems/design-task-manager/,Medium,False,,design-task-manager,Practice problem: Design Task Manager.,No hints available.
3677,Maximum Amount of Money Robot Can Earn,https://leetcode.com/problems/maximum-amount-of-money-robot-can-earn/,Medium,False,,maximum-amount-of-money-robot-can-earn,Practice problem: Maximum Amount of Money Robot Can Earn.,No hints available.
3676,Smallest Number With All Set Bits,https://leetcode.com/problems/smallest-number-with-all-set-bits/,Easy,False,,smallest-number-with-all-set-bits,Practice problem: Smallest Number With All Set Bits.,No hints available.
3675,Maximize Sum of Weights after Edge Removals,https://leetcode.com/problems/maximize-sum-of-weights-after-edge-removals/,Hard,False,,maximize-sum-of-weights-after-edge-removals,Practice problem: Maximize Sum of Weights after Edge Removals.,No hints available.
3674,Count Non-Decreasing Subarrays After K Operations,https://leetcode.com/problems/count-non-decreasing-subarrays-after-k-operations/,Hard,False,,count-non-decreasing-subarrays-after-k-operations,Practice problem: Count Non-Decreasing Subarrays After K Operations.,No hints available.
3660,Second Highest Salary II,https://leetcode.com/problems/second-highest-salary-ii/,Medium,True,,second-highest-salary-ii,Practice problem: Second Highest Salary II.,No hints available.
3659,Count Paths With the Given XOR Value,https://leetcode.com/problems/count-paths-with-the-given-xor-value/,Medium,False,,count-paths-with-the-given-xor-value,Practice problem: Count Paths With the Given XOR Value.,No hints available.
3658,Minimize the Maximum Adjacent Element Difference,https://leetcode.com/problems/minimize-the-maximum-adjacent-element-difference/,Hard,False,,minimize-the-maximum-adjacent-element-difference,Practice problem: Minimize the Maximum Adjacent Element Difference.,No hints available.
3657,Check if Grid can be Cut into Sections,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections/,Medium,False,,check-if-grid-can-be-cut-into-sections,Practice problem: Check if Grid can be Cut into Sections.,No hints available.
3656,Minimum Number of Operations to Make Elements in Array Distinct,https://leetcode.com/problems/minimum-number-of-operations-to-make-elements-in-array-distinct/,Easy,False,,minimum-number-of-operations-to-make-elements-in-array-distinct,Practice problem: Minimum Number of Operations to Make Elements in Array Distinct.,No hints available.
3655,Digit Operations to Make Two Integers Equal,https://leetcode.com/problems/digit-operations-to-make-two-integers-equal/,Medium,False,,digit-operations-to-make-two-integers-equal,Practice problem: Digit Operations to Make Two Integers Equal.,No hints available.
3654,Minimum Array Sum,https://leetcode.com/problems/minimum-array-sum/,Medium,False,,minimum-array-sum,Practice problem: Minimum Array Sum.,No hints available.
3653,Maximum Subarray Sum With Length Divisible by K,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k/,Medium,False,,maximum-subarray-sum-with-length-divisible-by-k,Practice problem: Maximum Subarray Sum With Length Divisible by K.,No hints available.
3652,Find Sorted Submatrices With Maximum Element at Most K,https://leetcode.com/problems/find-sorted-submatrices-with-maximum-element-at-most-k/,Hard,True,,find-sorted-submatrices-with-maximum-element-at-most-k,Practice problem: Find Sorted Submatrices With Maximum Element at Most K.,No hints available.
3651,Transformed Array,https://leetcode.com/problems/transformed-array/,Easy,False,,transformed-array,Practice problem: Transformed Array.,No hints available.
3650,Find Cities in Each State II,https://leetcode.com/problems/find-cities-in-each-state-ii/,Medium,True,,find-cities-in-each-state-ii,Practice problem: Find Cities in Each State II.,No hints available.
3649,Minimum Time to Break Locks I,https://leetcode.com/problems/minimum-time-to-break-locks-i/,Medium,False,,minimum-time-to-break-locks-i,Practice problem: Minimum Time to Break Locks I.,No hints available.
3648,Find the Maximum Number of Fruits Collected,https://leetcode.com/problems/find-the-maximum-number-of-fruits-collected/,Hard,False,,find-the-maximum-number-of-fruits-collected,Practice problem: Find the Maximum Number of Fruits Collected.,No hints available.
3647,Zero Array Transformation III,https://leetcode.com/problems/zero-array-transformation-iii/,Medium,False,,zero-array-transformation-iii,Practice problem: Zero Array Transformation III.,No hints available.
3646,Sum of Good Subsequences,https://leetcode.com/problems/sum-of-good-subsequences/,Hard,False,,sum-of-good-subsequences,Practice problem: Sum of Good Subsequences.,No hints available.
3645,Maximize the Number of Target Nodes After Connecting Trees II,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-ii/,Hard,False,,maximize-the-number-of-target-nodes-after-connecting-trees-ii,Practice problem: Maximize the Number of Target Nodes After Connecting Trees II.,No hints available.
3644,Minimum Positive Sum Subarray ,https://leetcode.com/problems/minimum-positive-sum-subarray/,Easy,False,,minimum-positive-sum-subarray,Practice problem: Minimum Positive Sum Subarray .,No hints available.
3643,Zero Array Transformation II,https://leetcode.com/problems/zero-array-transformation-ii/,Medium,False,,zero-array-transformation-ii,Practice problem: Zero Array Transformation II.,No hints available.
3642,Premier League Table Ranking III,https://leetcode.com/problems/premier-league-table-ranking-iii/,Medium,True,,premier-league-table-ranking-iii,Practice problem: Premier League Table Ranking III.,No hints available.
3640,Maximum Frequency of an Element After Performing Operations II,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-ii/,Hard,False,,maximum-frequency-of-an-element-after-performing-operations-ii,Practice problem: Maximum Frequency of an Element After Performing Operations II.,No hints available.
3639,Zero Array Transformation I,https://leetcode.com/problems/zero-array-transformation-i/,Medium,False,,zero-array-transformation-i,Practice problem: Zero Array Transformation I.,No hints available.
3638,Minimum Operations to Make Character Frequencies Equal,https://leetcode.com/problems/minimum-operations-to-make-character-frequencies-equal/,Hard,False,,minimum-operations-to-make-character-frequencies-equal,Practice problem: Minimum Operations to Make Character Frequencies Equal.,No hints available.
3637,Count Number of Balanced Permutations,https://leetcode.com/problems/count-number-of-balanced-permutations/,Hard,False,,count-number-of-balanced-permutations,Practice problem: Count Number of Balanced Permutations.,No hints available.
3636,Check Balanced String,https://leetcode.com/problems/check-balanced-string/,Easy,False,,check-balanced-string,Practice problem: Check Balanced String.,No hints available.
3635,Smallest Divisible Digit Product II,https://leetcode.com/problems/smallest-divisible-digit-product-ii/,Hard,False,,smallest-divisible-digit-product-ii,Practice problem: Smallest Divisible Digit Product II.,No hints available.
3634,Find Mirror Score of a String,https://leetcode.com/problems/find-mirror-score-of-a-string/,Medium,False,,find-mirror-score-of-a-string,Practice problem: Find Mirror Score of a String.,No hints available.
3633,Maximize the Number of Target Nodes After Connecting Trees I,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i/,Medium,False,,maximize-the-number-of-target-nodes-after-connecting-trees-i,Practice problem: Maximize the Number of Target Nodes After Connecting Trees I.,No hints available.
3632,Button with Longest Push Time,https://leetcode.com/problems/button-with-longest-push-time/,Easy,False,,button-with-longest-push-time,Practice problem: Button with Longest Push Time.,No hints available.
3631,Count K-Reducible Numbers Less Than N,https://leetcode.com/problems/count-k-reducible-numbers-less-than-n/,Hard,False,,count-k-reducible-numbers-less-than-n,Practice problem: Count K-Reducible Numbers Less Than N.,No hints available.
3630,Total Characters in String After Transformations II,https://leetcode.com/problems/total-characters-in-string-after-transformations-ii/,Hard,False,,total-characters-in-string-after-transformations-ii,Practice problem: Total Characters in String After Transformations II.,No hints available.
3629,Total Characters in String After Transformations I,https://leetcode.com/problems/total-characters-in-string-after-transformations-i/,Medium,False,,total-characters-in-string-after-transformations-i,Practice problem: Total Characters in String After Transformations I.,No hints available.
3628,Find Minimum Time to Reach Last Room II,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-ii/,Medium,False,,find-minimum-time-to-reach-last-room-ii,Practice problem: Find Minimum Time to Reach Last Room II.,No hints available.
3627,Find Minimum Time to Reach Last Room I,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i/,Medium,False,,find-minimum-time-to-reach-last-room-i,Practice problem: Find Minimum Time to Reach Last Room I.,No hints available.
3626,Smallest Divisible Digit Product I,https://leetcode.com/problems/smallest-divisible-digit-product-i/,Easy,False,,smallest-divisible-digit-product-i,Practice problem: Smallest Divisible Digit Product I.,No hints available.
3625,Stone Removal Game,https://leetcode.com/problems/stone-removal-game/,Easy,False,,stone-removal-game,Practice problem: Stone Removal Game.,No hints available.
3624,Find Top Performing Driver,https://leetcode.com/problems/find-top-performing-driver/,Medium,True,,find-top-performing-driver,Practice problem: Find Top Performing Driver.,No hints available.
3623,Sum of Consecutive Subsequences,https://leetcode.com/problems/sum-of-consecutive-subsequences/,Hard,True,,sum-of-consecutive-subsequences,Practice problem: Sum of Consecutive Subsequences.,No hints available.
3622,Maximum Frequency of an Element After Performing Operations I,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-i/,Medium,False,,maximum-frequency-of-an-element-after-performing-operations-i,Practice problem: Maximum Frequency of an Element After Performing Operations I.,No hints available.
3621,Minimum Operations to Make Array Values Equal to K,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k/,Easy,False,,minimum-operations-to-make-array-values-equal-to-k,Practice problem: Minimum Operations to Make Array Values Equal to K.,No hints available.
